,field,phenomenon,paradigm,score,metric,model,seed,step
536,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.967,acc,pythia-160m-seed8,8,80000
538,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.957,acc,pythia-160m-seed8,8,80000
540,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.535,acc,pythia-160m-seed8,8,80000
542,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.29,acc,pythia-160m-seed8,8,80000
546,syntax,Island effects,blimp_adjunct_island,0.551,acc,pythia-160m-seed8,8,1000
548,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.809,acc,pythia-160m-seed8,8,1000
550,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.965,acc,pythia-160m-seed8,8,1000
552,syntax,Argument structure,blimp_animate_subject_passive,0.692,acc,pythia-160m-seed8,8,1000
554,syntax,Argument structure,blimp_animate_subject_trans,0.847,acc,pythia-160m-seed8,8,1000
556,syntax,Argument structure,blimp_causative,0.615,acc,pythia-160m-seed8,8,1000
558,syntax,Island effects,blimp_complex_NP_island,0.369,acc,pythia-160m-seed8,8,1000
560,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.147,acc,pythia-160m-seed8,8,1000
562,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.573,acc,pythia-160m-seed8,8,1000
564,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.916,acc,pythia-160m-seed8,8,1000
566,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.856,acc,pythia-160m-seed8,8,1000
568,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.742,acc,pythia-160m-seed8,8,1000
570,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.805,acc,pythia-160m-seed8,8,1000
572,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.787,acc,pythia-160m-seed8,8,1000
574,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.662,acc,pythia-160m-seed8,8,1000
576,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.732,acc,pythia-160m-seed8,8,1000
578,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.813,acc,pythia-160m-seed8,8,1000
580,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.396,acc,pythia-160m-seed8,8,1000
582,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.221,acc,pythia-160m-seed8,8,1000
584,syntax,Argument structure,blimp_drop_argument,0.796,acc,pythia-160m-seed8,8,1000
586,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.563,acc,pythia-160m-seed8,8,1000
588,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.7,acc,pythia-160m-seed8,8,1000
590,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.755,acc,pythia-160m-seed8,8,1000
592,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.966,acc,pythia-160m-seed8,8,1000
594,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.138,acc,pythia-160m-seed8,8,1000
596,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.713,acc,pythia-160m-seed8,8,1000
598,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.706,acc,pythia-160m-seed8,8,1000
600,syntax,Argument structure,blimp_inchoative,0.516,acc,pythia-160m-seed8,8,1000
602,syntax,Argument structure,blimp_intransitive,0.666,acc,pythia-160m-seed8,8,1000
604,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.975,acc,pythia-160m-seed8,8,1000
606,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.894,acc,pythia-160m-seed8,8,1000
608,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.781,acc,pythia-160m-seed8,8,1000
610,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.827,acc,pythia-160m-seed8,8,1000
612,syntax,Island effects,blimp_left_branch_island_echo_question,0.542,acc,pythia-160m-seed8,8,1000
614,syntax,Island effects,blimp_left_branch_island_simple_question,0.248,acc,pythia-160m-seed8,8,1000
616,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.025,acc,pythia-160m-seed8,8,1000
618,semantics,NPI licensing,blimp_npi_present_1,0.233,acc,pythia-160m-seed8,8,1000
620,semantics,NPI licensing,blimp_npi_present_2,0.252,acc,pythia-160m-seed8,8,1000
622,semantics,NPI licensing,blimp_only_npi_licensor_present,0.582,acc,pythia-160m-seed8,8,1000
624,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.436,acc,pythia-160m-seed8,8,1000
626,syntax,Argument structure,blimp_passive_1,0.898,acc,pythia-160m-seed8,8,1000
628,syntax,Argument structure,blimp_passive_2,0.864,acc,pythia-160m-seed8,8,1000
630,syntaxsemantics,Binding,blimp_principle_A_c_command,0.496,acc,pythia-160m-seed8,8,1000
632,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed8,8,1000
634,syntaxsemantics,Binding,blimp_principle_A_case_2,0.81,acc,pythia-160m-seed8,8,1000
636,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.988,acc,pythia-160m-seed8,8,1000
638,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.647,acc,pythia-160m-seed8,8,1000
640,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.578,acc,pythia-160m-seed8,8,1000
642,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.467,acc,pythia-160m-seed8,8,1000
644,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.839,acc,pythia-160m-seed8,8,1000
646,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.858,acc,pythia-160m-seed8,8,1000
648,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,1.0,acc,pythia-160m-seed8,8,1000
650,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.35,acc,pythia-160m-seed8,8,1000
652,syntax,Island effects,blimp_sentential_subject_island,0.43,acc,pythia-160m-seed8,8,1000
654,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.63,acc,pythia-160m-seed8,8,1000
656,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.573,acc,pythia-160m-seed8,8,1000
658,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.295,acc,pythia-160m-seed8,8,1000
660,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.796,acc,pythia-160m-seed8,8,1000
662,syntax,Argument structure,blimp_transitive,0.755,acc,pythia-160m-seed8,8,1000
664,syntax,Filler gap,blimp_wh_island,0.455,acc,pythia-160m-seed8,8,1000
666,syntax,Filler gap,blimp_wh_questions_object_gap,0.347,acc,pythia-160m-seed8,8,1000
668,syntax,Filler gap,blimp_wh_questions_subject_gap,0.776,acc,pythia-160m-seed8,8,1000
670,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.896,acc,pythia-160m-seed8,8,1000
672,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.865,acc,pythia-160m-seed8,8,1000
674,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.9,acc,pythia-160m-seed8,8,1000
676,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.293,acc,pythia-160m-seed8,8,1000
678,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.161,acc,pythia-160m-seed8,8,1000
682,syntax,Island effects,blimp_adjunct_island,0.811,acc,pythia-160m-seed8,8,110000
684,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.969,acc,pythia-160m-seed8,8,110000
686,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.996,acc,pythia-160m-seed8,8,110000
688,syntax,Argument structure,blimp_animate_subject_passive,0.755,acc,pythia-160m-seed8,8,110000
690,syntax,Argument structure,blimp_animate_subject_trans,0.889,acc,pythia-160m-seed8,8,110000
692,syntax,Argument structure,blimp_causative,0.732,acc,pythia-160m-seed8,8,110000
694,syntax,Island effects,blimp_complex_NP_island,0.593,acc,pythia-160m-seed8,8,110000
696,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.586,acc,pythia-160m-seed8,8,110000
698,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.801,acc,pythia-160m-seed8,8,110000
700,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.977,acc,pythia-160m-seed8,8,110000
702,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.976,acc,pythia-160m-seed8,8,110000
704,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.891,acc,pythia-160m-seed8,8,110000
706,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.953,acc,pythia-160m-seed8,8,110000
708,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.933,acc,pythia-160m-seed8,8,110000
710,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.849,acc,pythia-160m-seed8,8,110000
712,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.898,acc,pythia-160m-seed8,8,110000
714,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.942,acc,pythia-160m-seed8,8,110000
716,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.853,acc,pythia-160m-seed8,8,110000
718,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.727,acc,pythia-160m-seed8,8,110000
720,syntax,Argument structure,blimp_drop_argument,0.784,acc,pythia-160m-seed8,8,110000
722,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.871,acc,pythia-160m-seed8,8,110000
724,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.881,acc,pythia-160m-seed8,8,110000
726,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.84,acc,pythia-160m-seed8,8,110000
728,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.99,acc,pythia-160m-seed8,8,110000
730,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.248,acc,pythia-160m-seed8,8,110000
732,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.876,acc,pythia-160m-seed8,8,110000
734,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.777,acc,pythia-160m-seed8,8,110000
736,syntax,Argument structure,blimp_inchoative,0.646,acc,pythia-160m-seed8,8,110000
738,syntax,Argument structure,blimp_intransitive,0.798,acc,pythia-160m-seed8,8,110000
740,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.992,acc,pythia-160m-seed8,8,110000
742,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.913,acc,pythia-160m-seed8,8,110000
744,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.927,acc,pythia-160m-seed8,8,110000
746,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.906,acc,pythia-160m-seed8,8,110000
748,syntax,Island effects,blimp_left_branch_island_echo_question,0.33,acc,pythia-160m-seed8,8,110000
750,syntax,Island effects,blimp_left_branch_island_simple_question,0.555,acc,pythia-160m-seed8,8,110000
752,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.581,acc,pythia-160m-seed8,8,110000
754,semantics,NPI licensing,blimp_npi_present_1,0.537,acc,pythia-160m-seed8,8,110000
756,semantics,NPI licensing,blimp_npi_present_2,0.629,acc,pythia-160m-seed8,8,110000
758,semantics,NPI licensing,blimp_only_npi_licensor_present,0.671,acc,pythia-160m-seed8,8,110000
760,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.798,acc,pythia-160m-seed8,8,110000
762,syntax,Argument structure,blimp_passive_1,0.893,acc,pythia-160m-seed8,8,110000
764,syntax,Argument structure,blimp_passive_2,0.886,acc,pythia-160m-seed8,8,110000
766,syntaxsemantics,Binding,blimp_principle_A_c_command,0.67,acc,pythia-160m-seed8,8,110000
768,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed8,8,110000
770,syntaxsemantics,Binding,blimp_principle_A_case_2,0.964,acc,pythia-160m-seed8,8,110000
772,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.968,acc,pythia-160m-seed8,8,110000
774,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.828,acc,pythia-160m-seed8,8,110000
776,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.628,acc,pythia-160m-seed8,8,110000
778,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.345,acc,pythia-160m-seed8,8,110000
780,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.945,acc,pythia-160m-seed8,8,110000
782,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.917,acc,pythia-160m-seed8,8,110000
784,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.981,acc,pythia-160m-seed8,8,110000
786,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.685,acc,pythia-160m-seed8,8,110000
788,syntax,Island effects,blimp_sentential_subject_island,0.354,acc,pythia-160m-seed8,8,110000
790,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.817,acc,pythia-160m-seed8,8,110000
792,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.661,acc,pythia-160m-seed8,8,110000
794,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.608,acc,pythia-160m-seed8,8,110000
796,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.915,acc,pythia-160m-seed8,8,110000
798,syntax,Argument structure,blimp_transitive,0.874,acc,pythia-160m-seed8,8,110000
800,syntax,Filler gap,blimp_wh_island,0.728,acc,pythia-160m-seed8,8,110000
802,syntax,Filler gap,blimp_wh_questions_object_gap,0.797,acc,pythia-160m-seed8,8,110000
804,syntax,Filler gap,blimp_wh_questions_subject_gap,0.941,acc,pythia-160m-seed8,8,110000
806,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.88,acc,pythia-160m-seed8,8,110000
808,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.982,acc,pythia-160m-seed8,8,110000
810,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.963,acc,pythia-160m-seed8,8,110000
812,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.553,acc,pythia-160m-seed8,8,110000
814,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.304,acc,pythia-160m-seed8,8,110000
818,syntax,Island effects,blimp_adjunct_island,0.517,acc,pythia-160m-seed8,8,0
820,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.759,acc,pythia-160m-seed8,8,0
822,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.536,acc,pythia-160m-seed8,8,0
824,syntax,Argument structure,blimp_animate_subject_passive,0.607,acc,pythia-160m-seed8,8,0
826,syntax,Argument structure,blimp_animate_subject_trans,0.796,acc,pythia-160m-seed8,8,0
828,syntax,Argument structure,blimp_causative,0.432,acc,pythia-160m-seed8,8,0
830,syntax,Island effects,blimp_complex_NP_island,0.494,acc,pythia-160m-seed8,8,0
832,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.516,acc,pythia-160m-seed8,8,0
834,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.502,acc,pythia-160m-seed8,8,0
836,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.531,acc,pythia-160m-seed8,8,0
838,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.506,acc,pythia-160m-seed8,8,0
840,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.47,acc,pythia-160m-seed8,8,0
842,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.498,acc,pythia-160m-seed8,8,0
844,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.522,acc,pythia-160m-seed8,8,0
846,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.442,acc,pythia-160m-seed8,8,0
848,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.477,acc,pythia-160m-seed8,8,0
850,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.504,acc,pythia-160m-seed8,8,0
852,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.48,acc,pythia-160m-seed8,8,0
854,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.494,acc,pythia-160m-seed8,8,0
856,syntax,Argument structure,blimp_drop_argument,0.674,acc,pythia-160m-seed8,8,0
858,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.544,acc,pythia-160m-seed8,8,0
860,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.343,acc,pythia-160m-seed8,8,0
862,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.599,acc,pythia-160m-seed8,8,0
864,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.543,acc,pythia-160m-seed8,8,0
866,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.736,acc,pythia-160m-seed8,8,0
868,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.591,acc,pythia-160m-seed8,8,0
870,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.589,acc,pythia-160m-seed8,8,0
872,syntax,Argument structure,blimp_inchoative,0.477,acc,pythia-160m-seed8,8,0
874,syntax,Argument structure,blimp_intransitive,0.577,acc,pythia-160m-seed8,8,0
876,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.742,acc,pythia-160m-seed8,8,0
878,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.399,acc,pythia-160m-seed8,8,0
880,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.447,acc,pythia-160m-seed8,8,0
882,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.474,acc,pythia-160m-seed8,8,0
884,syntax,Island effects,blimp_left_branch_island_echo_question,0.443,acc,pythia-160m-seed8,8,0
886,syntax,Island effects,blimp_left_branch_island_simple_question,0.524,acc,pythia-160m-seed8,8,0
888,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.357,acc,pythia-160m-seed8,8,0
890,semantics,NPI licensing,blimp_npi_present_1,0.855,acc,pythia-160m-seed8,8,0
892,semantics,NPI licensing,blimp_npi_present_2,0.869,acc,pythia-160m-seed8,8,0
894,semantics,NPI licensing,blimp_only_npi_licensor_present,0.375,acc,pythia-160m-seed8,8,0
896,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.226,acc,pythia-160m-seed8,8,0
898,syntax,Argument structure,blimp_passive_1,0.648,acc,pythia-160m-seed8,8,0
900,syntax,Argument structure,blimp_passive_2,0.651,acc,pythia-160m-seed8,8,0
902,syntaxsemantics,Binding,blimp_principle_A_c_command,0.277,acc,pythia-160m-seed8,8,0
904,syntaxsemantics,Binding,blimp_principle_A_case_1,0.544,acc,pythia-160m-seed8,8,0
906,syntaxsemantics,Binding,blimp_principle_A_case_2,0.489,acc,pythia-160m-seed8,8,0
908,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.383,acc,pythia-160m-seed8,8,0
910,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.455,acc,pythia-160m-seed8,8,0
912,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.5,acc,pythia-160m-seed8,8,0
914,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.534,acc,pythia-160m-seed8,8,0
916,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.456,acc,pythia-160m-seed8,8,0
918,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.485,acc,pythia-160m-seed8,8,0
920,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.734,acc,pythia-160m-seed8,8,0
922,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.525,acc,pythia-160m-seed8,8,0
924,syntax,Island effects,blimp_sentential_subject_island,0.481,acc,pythia-160m-seed8,8,0
926,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.635,acc,pythia-160m-seed8,8,0
928,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.324,acc,pythia-160m-seed8,8,0
930,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.393,acc,pythia-160m-seed8,8,0
